[2024-05-19 20:16:00][ Info][Interface]: Init with /data/projects/1v1/environment/feature_process/config.dat.
[2024-05-19 20:16:00][Debug][ResourceHelper :]: para key : main_job, value : AILab/ai_config/ai_server/pb2struct/hero_main_job.txt
[2024-05-20 09:46:24][Debug][ResourceHelper::ReplaceConfig :]: config file : AILab/ai_config/ai_server/pb2struct/pb2struct_config_server.txt not found in config.ini
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 105, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 106, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 107, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 108, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 109, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 110, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 111, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 112, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 113, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 114, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 115, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 116, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 117, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 118, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 119, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 120, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 121, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 123, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 124, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 125, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 126, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 127, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 128, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 129, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 130, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 530, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 131, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 133, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 134, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 135, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 136, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 137, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 237, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 139, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 140, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 141, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 142, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 144, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 146, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 148, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 149, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 150, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 152, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 153, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 154, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 155, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 157, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 158, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 162, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 163, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 166, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 167, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 168, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 169, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 170, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 171, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 173, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 174, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 175, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 176, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 177, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 178, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 179, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 180, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 182, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 183, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 184, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 186, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 187, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 189, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 190, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 191, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 192, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 193, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 194, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 195, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 196, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 197, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 198, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 199, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 225, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 226, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 305, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 312, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 132, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 333, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 346, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 355, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 156, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 366, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 501, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 502, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 503, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 504, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 505, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 506, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 507, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 508, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 509, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 510, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 513, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 605, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 606, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 607, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 608, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 609, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 610, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 611, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 613, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 614, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 615, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 616, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 617, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 618, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 619, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 620, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 621, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 675, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 685, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 696, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 705, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 715, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 716, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 516, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 512, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 571, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 630, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 631, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 632, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 633, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 178, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 732, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 733, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper::ReplaceConfig :]: config file : AILab/ai_config/ai_server/pb2struct/hero_main_job.txt not found in config.ini
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 105, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 106, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 107, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 108, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 109, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 110, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 111, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 112, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 113, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 114, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 115, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 116, value : 1
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 117, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 118, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 119, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 120, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 121, value : 9
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 123, value : 1
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 124, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 125, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 126, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 127, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 128, value : 1
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 129, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 130, value : 1
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 530, value : 1
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 131, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 132, value : 2
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 133, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 134, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 135, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 136, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 139, value : 7
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 140, value : 5
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 141, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 142, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 144, value : 6
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 146, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 148, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 149, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 150, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 152, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 153, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 154, value : 8
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 155, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 156, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 157, value : 2
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 158, value : 1
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 162, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 163, value : 1
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 166, value : 1
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 167, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 168, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 169, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 170, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 171, value : 4
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 173, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 174, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 175, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 176, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 177, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 178, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 179, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 180, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 182, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 183, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 184, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 186, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 187, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 189, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 190, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 191, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 192, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 193, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 194, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 195, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 196, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 197, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 198, value : 10
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 199, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 225, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 332, value : 2
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 346, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 355, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 356, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 366, value : 1
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 501, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 502, value : 2
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 503, value : 3
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 504, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 600, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 601, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 602, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 603, value : 1
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 604, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 605, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 606, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 607, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 608, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 609, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 610, value : 1
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 611, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 612, value : 1
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 613, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 614, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 615, value : 1
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 616, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 617, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 618, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 619, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 620, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 621, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 622, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 675, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 685, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 696, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 705, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 715, value : 8
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 716, value : 4
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 732, value : 2
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 733, value : 0
[2024-05-20 09:46:24][Debug][ResourceHelper::ReplaceConfig :]: config file : AILab/ai_config/ai_server/pb2struct/hero_ep_type.txt not found in config.ini
[2024-05-20 09:46:24][ Info][Interface]: Reset gamecore interface   .
[2024-05-20 09:46:24][ Info][Interface]: Add game 12345678_8.
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : main_job, value : AILab/ai_config/ai_server/pb2struct/hero_main_job.txt
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : ep_type, value : AILab/ai_config/ai_server/pb2struct/hero_ep_type.txt
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : bush_file, value : AILab/ai_config/ai_server/pb2struct/bush.txt
[2024-05-20 09:46:24][Debug][ResourceHelper::ReplaceConfig :]: config file : AILab/ai_config/ai_server/pb2struct/pb2struct_config_server.txt not found in config.ini
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 105, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 106, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 107, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 108, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 109, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 110, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 111, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 112, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 113, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 114, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 115, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 116, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 117, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 118, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 119, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 120, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 121, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 123, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 124, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 125, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 126, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 127, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 128, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 129, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 130, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 530, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 131, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 133, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 134, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 135, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 136, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 137, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 237, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 139, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 140, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 141, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 142, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 144, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 146, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 148, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 149, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 150, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 152, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 153, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 154, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 155, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 157, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 158, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 162, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 163, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 166, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 167, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 168, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 169, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 170, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 171, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 173, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 174, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 175, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 176, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 177, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 178, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 179, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 180, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 182, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 183, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 184, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 186, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 187, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 189, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 190, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 191, value : suport
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 192, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 193, value : soldier
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 194, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 195, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 196, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 197, value : wizard
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 198, value : tank
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 199, value : shooter
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 225, value : assassin
[2024-05-20 09:46:24][Debug][ResourceHelper :]: para key : 226, value : assassin
